Year,Player,TM,ATT,RusYDS,RusY/A,RusTD,FL,G,TmRBWR,RYOE,RYOE/ATT,RYOE%,TGT,REC,RecYDS,Y/R,RecTD,Routes,Y/RR,Open,Catch,YAC,Overall,Snaps,Snaps/G,Rush%,Tgt%,Touch %,Util%,In5ATT,In5RushTD,In5Rush%,RusTD%,xRusTD%,In5REC,In5TG,In5RecTD,RecTD%,xRecTD%,significant_injury,position,gsis_id,birth_date,draft_round,draft_pick,rookie_season,last_season,age,year_signed,years,inflated_value,inflated_guaranteed,inflated_apy,pct_gtd_sign
2019,Benny Snell Jr.,PIT,108.0,426.0,3.9,2.0,1.0,13.0,,52.0,0.48,48.6,4.0,3.0,23.0,7.7,0.0,,,,,,,166.0,13.0,65.0,2.0,67.0,67.0,2.0,1.0,0.182,0.0185,0.0232,0.0,0.0,0.0,0.0,0.0073,0.0,RB,00-0035217,1998-02-27,4.0,122.0,2019.0,2022.0,21.51,2019.0,4.0,5.156678,1.123607,1.28917,0.218
2020,Benny Snell Jr.,PIT,111.0,368.0,3.3,4.0,1.0,16.0,69.0,-43.0,-0.39,33.3,14.0,10.0,61.0,6.1,0.0,,,,,,,281.0,18.0,40.0,5.0,43.0,44.0,15.0,4.0,0.6,0.036,0.0503,0.0,2.0,0.0,0.0,0.0418,0.0,RB,00-0035217,1998-02-27,4.0,122.0,2019.0,2022.0,22.51,2019.0,4.0,5.156678,1.123607,1.28917,0.218
2021,Benny Snell Jr.,PIT,36.0,98.0,2.7,0.0,0.0,16.0,67.0,,,,4.0,2.0,13.0,6.5,0.0,,,,,,,106.0,7.0,34.0,4.0,36.0,38.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0026,0.0,RB,00-0035217,1998-02-27,4.0,122.0,2019.0,2022.0,23.51,2019.0,4.0,5.156678,1.123607,1.28917,0.218
2025,Bhayshul Tuten,JAC,83.0,307.0,3.7,5.0,1.0,15.0,73.0,,,,14.0,10.0,79.0,7.9,2.0,,,,,,,215.0,14.0,39.0,7.0,43.0,45.0,6.0,4.0,0.333,0.0602,0.0529,0.0,0.0,0.0,0.1429,0.0866,0.0,RB,00-0040719,2002-02-14,4.0,104.0,2025.0,2026.0,23.55,2025.0,4.0,5.735152,1.161346,1.433789,0.202
2023,Bijan Robinson,ATL,214.0,976.0,4.6,4.0,3.0,17.0,72.0,82.0,0.39,38.3,86.0,58.0,487.0,8.4,4.0,369.0,1.32,53.0,41.0,43.0,41.0,771.0,45.0,28.0,11.0,35.0,39.0,3.0,2.0,0.3,0.0187,0.0174,1.0,3.0,0.0,0.0465,0.0419,0.0,RB,00-0038542,2002-01-30,1.0,8.0,2023.0,2026.0,21.59,2023.0,4.0,29.421323,29.421323,7.355331,1.0
2024,Bijan Robinson,ATL,304.0,1456.0,4.8,14.0,0.0,17.0,71.0,199.0,0.68,48.3,72.0,61.0,431.0,7.1,1.0,315.0,1.37,60.0,73.0,63.0,75.0,861.0,51.0,35.0,8.0,42.0,44.0,14.0,9.0,0.7,0.0461,0.0405,0.0,0.0,0.0,0.0139,0.015,0.0,RB,00-0038542,2002-01-30,1.0,8.0,2023.0,2026.0,22.59,2023.0,4.0,29.421323,29.421323,7.355331,1.0
2025,Bijan Robinson,ATL,287.0,1478.0,5.1,7.0,3.0,17.0,70.0,257.0,0.91,44.2,103.0,79.0,820.0,10.4,4.0,377.0,2.18,52.0,95.0,75.0,94.0,860.0,51.0,33.0,12.0,43.0,45.0,10.0,3.0,0.5,0.0244,0.0234,1.0,1.0,1.0,0.0388,0.0335,0.0,RB,00-0038542,2002-01-30,1.0,8.0,2023.0,2026.0,23.59,2023.0,4.0,29.421323,29.421323,7.355331,1.0
2018,Bilal Powell,NYJ,80.0,343.0,4.3,0.0,1.0,7.0,,,,,18.0,11.0,110.0,10.0,1.0,,,,,,,208.0,30.0,38.0,9.0,44.0,47.0,1.0,0.0,0.091,0.0,0.0074,0.0,0.0,0.0,0.0556,0.0358,1.0,RB,00-0028064,1988-10-27,4.0,126.0,2011.0,2019.0,29.85,2016.0,3.0,21.823276,11.63908,7.274425,0.533
2019,Bilal Powell,NYJ,59.0,229.0,3.9,0.0,0.0,14.0,,,,,12.0,7.0,33.0,4.7,0.0,,,,,,,164.0,13.0,36.0,7.0,41.0,44.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0,0.0129,0.0,RB,00-0028064,1988-10-27,4.0,126.0,2011.0,2019.0,30.84,2019.0,1.0,1.632434,0.144038,1.632434,0.088
2024,Blake Corum,LAR,58.0,207.0,3.6,0.0,0.0,15.0,72.0,,,,8.0,7.0,58.0,8.3,0.0,,,,,,,119.0,9.0,49.0,7.0,55.0,55.0,5.0,0.0,0.2,0.0,0.0206,0.0,0.0,0.0,0.0,0.0014,0.0,RB,00-0039738,2000-11-25,3.0,83.0,2024.0,2026.0,23.77,2024.0,4.0,6.797358,1.193276,1.69934,0.176
2025,Blake Corum,LAR,145.0,746.0,5.1,6.0,0.0,17.0,74.0,123.0,0.85,43.8,14.0,8.0,36.0,4.5,0.0,,,,,,,332.0,20.0,44.0,4.0,46.0,48.0,12.0,4.0,0.414,0.0414,0.043,0.0,0.0,0.0,0.0,0.0059,0.0,RB,00-0039738,2000-11-25,3.0,83.0,2024.0,2026.0,24.77,2024.0,4.0,6.797358,1.193276,1.69934,0.176
2018,Boston Scott,PHI,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0034414,1995-04-27,6.0,201.0,2018.0,2024.0,23.35,2018.0,4.0,4.429578,0.248133,1.107394,0.056
2019,Boston Scott,PHI,61.0,245.0,4.0,5.0,1.0,11.0,,,,,26.0,24.0,204.0,8.5,0.0,,,,,,,186.0,17.0,33.0,14.0,46.0,47.0,2.0,2.0,0.111,0.082,0.0616,0.0,0.0,0.0,0.0,0.004,0.0,RB,00-0034414,1995-04-27,6.0,201.0,2018.0,2024.0,24.35,2019.0,1.0,0.408108,0.0,0.408108,0.0
2020,Boston Scott,PHI,80.0,374.0,4.7,1.0,0.0,16.0,73.0,,,,36.0,25.0,212.0,8.5,1.0,157.0,1.35,23.0,48.0,64.0,51.0,383.0,24.0,21.0,9.0,27.0,30.0,1.0,0.0,0.048,0.0125,0.0168,0.0,1.0,0.0,0.0278,0.0308,0.0,RB,00-0034414,1995-04-27,6.0,201.0,2018.0,2024.0,25.35,2019.0,2.0,1.968523,0.0,0.984261,0.0
2021,Boston Scott,PHI,87.0,373.0,4.3,7.0,1.0,11.0,74.0,,,,16.0,13.0,83.0,6.4,0.0,,,,,,,219.0,20.0,40.0,7.0,46.0,47.0,12.0,7.0,0.414,0.0805,0.0739,0.0,1.0,0.0,0.0,0.0223,0.0,RB,00-0034414,1995-04-27,6.0,201.0,2018.0,2024.0,26.35,2021.0,1.0,1.518378,0.0,1.518378,0.0
2022,Boston Scott,PHI,54.0,217.0,4.0,3.0,0.0,15.0,75.0,,,,6.0,5.0,15.0,3.0,0.0,,,,,,,170.0,11.0,32.0,4.0,35.0,35.0,2.0,2.0,0.091,0.0556,0.0466,0.0,0.0,0.0,0.0,0.0018,0.0,RB,00-0034414,1995-04-27,6.0,201.0,2018.0,2024.0,27.35,2022.0,1.0,2.5317,1.591354,2.5317,0.629
2024,Braelon Allen,NYJ,92.0,334.0,3.6,2.0,0.0,17.0,68.0,-58.0,-0.64,31.1,27.0,19.0,148.0,7.8,1.0,109.0,1.36,45.0,38.0,42.0,36.0,283.0,17.0,33.0,10.0,39.0,42.0,1.0,1.0,0.111,0.0217,0.0207,0.0,0.0,0.0,0.037,0.0234,0.0,RB,00-0039794,2004-01-20,4.0,134.0,2024.0,2026.0,20.62,2024.0,4.0,5.364412,0.623519,1.341103,0.116
2025,Braelon Allen,NYJ,18.0,76.0,4.2,1.0,1.0,4.0,71.0,,,,3.0,2.0,17.0,8.5,0.0,,,,,,,58.0,15.0,31.0,5.0,34.0,36.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,1.0,RB,00-0039794,2004-01-20,4.0,134.0,2024.0,2026.0,21.62,2024.0,4.0,5.364412,0.623519,1.341103,0.116
2025,Brashard Smith,KC,44.0,151.0,3.4,0.0,0.0,17.0,70.0,,,,35.0,25.0,172.0,6.9,1.0,,,,,,,191.0,11.0,23.0,18.0,36.0,41.0,1.0,0.0,0.063,0.0,0.0132,2.0,2.0,1.0,0.0286,0.0436,0.0,RB,00-0040078,2003-04-11,7.0,228.0,2025.0,2026.0,22.39,2025.0,4.0,4.674939,0.143993,1.168735,0.031
2022,Breece Hall,NYJ,80.0,463.0,5.8,4.0,1.0,7.0,69.0,,,,31.0,19.0,218.0,11.5,1.0,92.0,2.37,60.0,34.0,68.0,62.0,233.0,33.0,34.0,13.0,42.0,48.0,7.0,2.0,0.368,0.05,0.0475,0.0,0.0,0.0,0.0313,0.0311,1.0,RB,00-0038120,2001-05-31,2.0,36.0,2022.0,2026.0,21.25,2022.0,4.0,13.041538,10.243233,3.260384,0.785
2023,Breece Hall,NYJ,223.0,994.0,4.5,5.0,0.0,17.0,68.0,146.0,0.67,33.9,95.0,76.0,591.0,7.8,4.0,266.0,2.22,65.0,75.0,38.0,57.0,667.0,39.0,33.0,14.0,45.0,48.0,1.0,1.0,0.333,0.0224,0.0173,1.0,1.0,1.0,0.0421,0.0304,0.0,RB,00-0038120,2001-05-31,2.0,36.0,2022.0,2026.0,22.25,2022.0,4.0,13.041538,10.243233,3.260384,0.785
2024,Breece Hall,NYJ,209.0,876.0,4.2,5.0,2.0,16.0,68.0,2.0,0.01,38.5,76.0,57.0,483.0,8.5,3.0,304.0,1.59,61.0,40.0,53.0,51.0,720.0,45.0,29.0,11.0,37.0,40.0,8.0,3.0,0.889,0.0238,0.023,0.0,1.0,0.0,0.039,0.0339,0.0,RB,00-0038120,2001-05-31,2.0,36.0,2022.0,2026.0,23.26,2022.0,4.0,13.041538,10.243233,3.260384,0.785
2025,Breece Hall,NYJ,243.0,1065.0,4.4,4.0,2.0,16.0,71.0,142.0,0.59,42.1,48.0,36.0,350.0,9.7,1.0,222.0,1.58,46.0,83.0,68.0,79.0,640.0,40.0,38.0,8.0,44.0,46.0,4.0,2.0,0.667,0.0165,0.016,0.0,1.0,0.0,0.0208,0.0302,0.0,RB,00-0038120,2001-05-31,2.0,36.0,2022.0,2026.0,24.25,2022.0,4.0,13.041538,10.243233,3.260384,0.785
2018,Brian Hill,ATL,20.0,157.0,7.9,0.0,1.0,10.0,,,,,2.0,1.0,9.0,9.0,0.0,,,,,,,66.0,7.0,30.0,3.0,32.0,33.0,1.0,0.0,0.077,,,0.0,0.0,0.0,,,0.0,RB,00-0033567,1995-11-09,5.0,156.0,2017.0,2021.0,22.81,2018.0,2.0,2.039729,0.0,1.019865,0.0
2019,Brian Hill,ATL,78.0,323.0,4.1,2.0,0.0,12.0,,,,,14.0,10.0,69.0,6.9,1.0,,,,,,,235.0,20.0,33.0,6.0,37.0,39.0,2.0,1.0,0.154,0.0256,0.0236,0.0,0.0,0.0,0.0714,0.0602,0.0,RB,00-0033567,1995-11-09,5.0,156.0,2017.0,2021.0,23.81,2018.0,2.0,2.039729,0.0,1.019865,0.0
2020,Brian Hill,ATL,100.0,465.0,4.7,1.0,1.0,16.0,69.0,-11.0,-0.12,30.6,30.0,25.0,199.0,8.0,0.0,134.0,1.49,62.0,49.0,36.0,42.0,328.0,21.0,30.0,9.0,38.0,40.0,2.0,0.0,0.125,0.01,0.0133,0.0,0.0,0.0,0.0,0.0088,0.0,RB,00-0033567,1995-11-09,5.0,156.0,2017.0,2021.0,24.81,2020.0,1.0,3.241471,0.0,3.241471,0.0
2022,Brian Robinson Jr.,WAS,205.0,797.0,3.9,2.0,0.0,12.0,71.0,13.0,0.06,41.5,12.0,9.0,60.0,6.7,1.0,,,,,,,351.0,29.0,58.0,3.0,61.0,62.0,9.0,2.0,0.474,0.0098,0.018,0.0,0.0,0.0,0.0833,0.0488,0.0,RB,00-0037746,1999-03-22,3.0,98.0,2022.0,2026.0,23.45,2022.0,4.0,7.298391,1.228265,1.824598,0.168
2023,Brian Robinson Jr.,WAS,178.0,733.0,4.1,5.0,2.0,15.0,75.0,38.0,0.22,40.9,43.0,36.0,368.0,10.2,4.0,189.0,1.95,41.0,84.0,76.0,85.0,496.0,33.0,36.0,9.0,43.0,45.0,8.0,2.0,0.615,0.0281,0.0276,0.0,0.0,0.0,0.093,0.062,0.0,RB,00-0037746,1999-03-22,3.0,98.0,2022.0,2026.0,24.45,2022.0,4.0,7.298391,1.228265,1.824598,0.168
2024,Brian Robinson Jr.,WAS,187.0,799.0,4.3,8.0,2.0,14.0,74.0,25.0,0.14,35.1,25.0,20.0,159.0,8.0,0.0,170.0,1.06,59.0,60.0,40.0,50.0,505.0,36.0,37.0,5.0,41.0,42.0,13.0,4.0,0.591,0.0428,0.0422,0.0,0.0,0.0,0.0,0.0113,0.0,RB,00-0037746,1999-03-22,3.0,98.0,2022.0,2026.0,25.45,2022.0,4.0,7.298391,1.228265,1.824598,0.168
2025,Brian Robinson Jr.,SF,92.0,400.0,4.3,2.0,0.0,17.0,72.0,-6.0,-0.06,38.5,12.0,8.0,25.0,3.1,0.0,,,,,,,190.0,11.0,48.0,6.0,53.0,55.0,2.0,1.0,0.087,0.0217,0.0212,1.0,1.0,0.0,0.0,0.0351,0.0,RB,00-0037746,1999-03-22,3.0,98.0,2022.0,2026.0,26.45,2022.0,4.0,7.298391,1.228265,1.824598,0.168
2024,Bucky Irving,TB,207.0,1122.0,5.4,8.0,1.0,17.0,73.0,186.0,0.94,41.9,52.0,47.0,392.0,8.3,0.0,195.0,2.04,76.0,54.0,77.0,84.0,516.0,30.0,40.0,10.0,49.0,50.0,13.0,4.0,0.542,0.0385,0.0374,0.0,0.0,0.0,0.0,0.0192,0.0,RB,00-0039361,2002-08-19,4.0,125.0,2024.0,2026.0,22.04,2024.0,4.0,5.603631,0.862739,1.400908,0.154
2025,Bucky Irving,TB,173.0,588.0,3.4,1.0,1.0,10.0,70.0,-126.0,-0.74,37.1,35.0,30.0,277.0,9.2,3.0,153.0,1.81,49.0,61.0,85.0,84.0,421.0,42.0,41.0,8.0,48.0,49.0,0.0,0.0,0.0,0.0058,0.0084,0.0,0.0,0.0,0.0857,0.0533,0.0,RB,00-0039361,2002-08-19,4.0,125.0,2024.0,2026.0,23.04,2024.0,4.0,5.603631,0.862739,1.400908,0.154
2020,Cam Akers,LAR,145.0,625.0,4.3,2.0,1.0,12.0,70.0,-39.0,-0.28,28.2,14.0,11.0,123.0,11.2,1.0,,,,,,,294.0,25.0,49.0,5.0,53.0,54.0,7.0,1.0,0.259,0.0138,0.0282,1.0,1.0,1.0,0.0714,0.0713,0.0,RB,00-0036414,1999-06-22,2.0,52.0,2020.0,2025.0,21.2,2020.0,4.0,9.381031,5.394971,2.345258,0.575
2021,Cam Akers,LAR,5.0,3.0,0.6,0.0,0.0,2.0,71.0,,,,3.0,3.0,10.0,3.3,0.0,,,,,,,13.0,13.0,38.0,23.0,62.0,62.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.0,RB,00-0036414,1999-06-22,2.0,52.0,2020.0,2025.0,22.2,2020.0,4.0,9.381031,5.394971,2.345258,0.575
2022,Cam Akers,LAR,188.0,786.0,4.2,7.0,2.0,15.0,72.0,-14.0,-0.08,35.8,18.0,13.0,117.0,9.0,0.0,,,,,,,428.0,29.0,44.0,4.0,47.0,48.0,8.0,5.0,0.571,0.0372,0.0324,1.0,1.0,0.0,0.0,0.0295,0.0,RB,00-0036414,1999-06-22,2.0,52.0,2020.0,2025.0,23.2,2020.0,4.0,9.381031,5.394971,2.345258,0.575
2023,Cam Akers,MIN,60.0,167.0,2.8,2.0,0.0,7.0,72.0,,,,12.0,11.0,70.0,6.4,0.0,,,,,,,139.0,20.0,43.0,9.0,51.0,52.0,2.0,1.0,0.074,0.0333,0.0287,0.0,0.0,0.0,0.0,0.0123,1.0,RB,00-0036414,1999-06-22,2.0,52.0,2020.0,2025.0,24.19,2020.0,4.0,9.381031,5.394971,2.345258,0.575
2024,Cam Akers,MIN,104.0,444.0,4.3,2.0,1.0,16.0,72.0,-6.0,-0.06,31.1,18.0,14.0,68.0,4.9,3.0,,,,,,,282.0,19.0,37.0,6.0,42.0,43.0,2.0,1.0,0.125,0.0192,0.0214,1.0,1.0,1.0,0.1667,0.1209,0.0,RB,00-0036414,1999-06-22,2.0,52.0,2020.0,2025.0,25.2,2024.0,1.0,1.385709,0.0,1.385709,0.0
2025,Cam Skattebo,NYG,101.0,410.0,4.1,5.0,1.0,8.0,71.0,43.0,0.43,46.0,32.0,24.0,207.0,8.6,2.0,113.0,1.83,60.0,61.0,45.0,55.0,295.0,37.0,34.0,11.0,42.0,45.0,9.0,4.0,0.45,0.0495,0.0474,0.0,0.0,0.0,0.0625,0.0436,1.0,RB,00-0040715,2002-02-05,4.0,105.0,2025.0,2026.0,23.57,2025.0,4.0,5.688537,1.157592,1.422134,0.203
2018,Carlos Hyde,JAC,172.0,571.0,3.3,5.0,1.0,14.0,,-94.0,-0.58,40.5,16.0,10.0,33.0,3.3,0.0,,,,,,,385.0,28.0,45.0,4.0,47.0,49.0,11.0,5.0,0.55,0.0291,0.0322,0.0,0.0,0.0,0.0,0.0089,0.0,RB,00-0031045,1990-09-20,2.0,57.0,2014.0,2021.0,27.95,2018.0,3.0,25.921558,8.498871,8.640519,0.328
2019,Carlos Hyde,HOU,245.0,1070.0,4.4,6.0,2.0,16.0,,108.0,0.44,38.7,16.0,10.0,42.0,4.2,0.0,,,,,,,529.0,33.0,46.0,3.0,48.0,49.0,9.0,4.0,0.9,0.0245,0.0251,0.0,0.0,0.0,0.0,0.0141,0.0,RB,00-0031045,1990-09-20,2.0,57.0,2014.0,2021.0,28.95,2019.0,1.0,4.48119,2.400638,4.48119,0.536
2020,Carlos Hyde,SEA,81.0,356.0,4.4,4.0,0.0,10.0,70.0,,,,20.0,16.0,93.0,5.8,0.0,,,,,,,261.0,26.0,31.0,8.0,37.0,39.0,5.0,2.0,0.25,0.0494,0.0426,0.0,0.0,0.0,0.0,0.0075,0.0,RB,00-0031045,1990-09-20,2.0,57.0,2014.0,2021.0,29.95,2020.0,1.0,4.179112,0.0,4.179112,0.0
2021,Carlos Hyde,JAC,72.0,253.0,3.5,1.0,2.0,12.0,70.0,,,,22.0,12.0,65.0,5.4,0.0,,,,,,,292.0,24.0,25.0,8.0,29.0,32.0,4.0,1.0,0.267,0.0139,0.0234,0.0,0.0,0.0,0.0,0.0045,0.0,RB,00-0031045,1990-09-20,2.0,57.0,2014.0,2021.0,30.95,2021.0,2.0,7.426849,2.310575,3.713425,0.311
2023,Chase Brown,CIN,44.0,179.0,4.1,0.0,0.0,12.0,67.0,,,,15.0,14.0,156.0,11.1,1.0,,,,,,,93.0,8.0,47.0,16.0,62.0,63.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0667,0.0388,0.0,RB,00-0038597,2000-03-21,5.0,163.0,2023.0,2026.0,23.45,2023.0,4.0,5.528462,0.383408,1.382115,0.069
2024,Chase Brown,CIN,229.0,990.0,4.3,7.0,1.0,16.0,68.0,67.0,0.3,39.3,65.0,54.0,360.0,6.7,4.0,279.0,1.29,56.0,47.0,47.0,49.0,686.0,43.0,33.0,9.0,41.0,43.0,13.0,6.0,0.619,0.0306,0.0333,2.0,3.0,2.0,0.0606,0.0572,0.0,RB,00-0038597,2000-03-21,5.0,163.0,2023.0,2026.0,24.45,2023.0,4.0,5.528462,0.383408,1.382115,0.069
2025,Chase Brown,CIN,232.0,1019.0,4.4,6.0,0.0,17.0,72.0,78.0,0.34,45.3,88.0,69.0,437.0,6.3,5.0,354.0,1.23,61.0,78.0,23.0,45.0,738.0,43.0,31.0,12.0,41.0,43.0,12.0,4.0,0.75,0.0259,0.0278,1.0,2.0,1.0,0.0568,0.0486,0.0,RB,00-0038597,2000-03-21,5.0,163.0,2023.0,2026.0,25.45,2023.0,4.0,5.528462,0.383408,1.382115,0.069
2018,Chase Edmonds,ARI,60.0,208.0,3.5,2.0,0.0,16.0,,,,,23.0,20.0,103.0,5.2,0.0,,,,,,,199.0,12.0,30.0,12.0,40.0,42.0,0.0,0.0,0.0,0.0333,0.0243,0.0,0.0,0.0,0.0,0.0023,0.0,RB,00-0034681,1996-04-13,4.0,134.0,2018.0,2025.0,22.38,2018.0,4.0,4.950348,0.768903,1.237587,0.155
2019,Chase Edmonds,ARI,60.0,303.0,5.1,4.0,0.0,13.0,,,,,21.0,12.0,105.0,8.8,1.0,,,,,,,207.0,16.0,29.0,10.0,35.0,39.0,0.0,0.0,0.0,0.0667,0.0385,1.0,1.0,1.0,0.0476,0.0541,0.0,RB,00-0034681,1996-04-13,4.0,134.0,2018.0,2025.0,23.38,2018.0,4.0,4.950348,0.768903,1.237587,0.155
2020,Chase Edmonds,ARI,97.0,448.0,4.6,1.0,0.0,16.0,72.0,-2.0,-0.02,35.8,67.0,53.0,402.0,7.6,4.0,220.0,1.83,54.0,72.0,53.0,65.0,524.0,33.0,19.0,13.0,29.0,31.0,1.0,0.0,0.043,0.0103,0.0137,2.0,2.0,2.0,0.0588,0.0495,0.0,RB,00-0034681,1996-04-13,4.0,134.0,2018.0,2025.0,24.39,2018.0,4.0,4.950348,0.768903,1.237587,0.155
2021,Chase Edmonds,ARI,116.0,592.0,5.1,2.0,1.0,12.0,70.0,8.0,0.07,33.9,53.0,43.0,311.0,7.2,0.0,179.0,1.74,48.0,60.0,47.0,51.0,476.0,40.0,24.0,11.0,33.0,36.0,5.0,1.0,0.238,0.0172,0.0241,0.0,0.0,0.0,0.0,0.0118,0.0,RB,00-0034681,1996-04-13,4.0,134.0,2018.0,2025.0,25.39,2018.0,4.0,4.950348,0.768903,1.237587,0.155
2022,Chase Edmonds,DEN,68.0,245.0,3.6,2.0,0.0,13.0,74.0,,,,24.0,16.0,157.0,9.8,1.0,140.0,1.12,69.0,43.0,33.0,39.0,297.0,23.0,23.0,8.0,28.0,31.0,2.0,2.0,0.111,0.0294,0.0245,0.0,1.0,0.0,0.0417,0.0407,0.0,RB,00-0034681,1996-04-13,4.0,134.0,2018.0,2025.0,26.38,2022.0,2.0,17.504899,8.824784,8.75245,0.504
2023,Chase Edmonds,TB,49.0,176.0,3.6,0.0,0.0,13.0,72.0,,,,17.0,14.0,81.0,5.8,0.0,,,,,,,156.0,12.0,31.0,11.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0029,0.0,RB,00-0034681,1996-04-13,4.0,134.0,2018.0,2025.0,27.38,2023.0,1.0,1.651375,0.204328,1.651375,0.124
2023,Chris Brooks,MIA,19.0,106.0,5.6,0.0,0.0,3.0,71.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,29.0,10.0,66.0,0.0,66.0,66.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.0,RB,00-0038685,2000-01-11,,,2023.0,2026.0,23.64,2023.0,3.0,3.613596,0.026797,1.204532,0.007
2024,Chris Brooks,GB,36.0,183.0,5.1,1.0,0.0,13.0,71.0,,,,13.0,11.0,69.0,6.3,0.0,,,,,,,184.0,14.0,20.0,7.0,26.0,27.0,1.0,1.0,0.036,0.0278,0.0269,0.0,0.0,0.0,0.0,0.0146,0.0,RB,00-0038685,2000-01-11,,,2023.0,2026.0,24.64,2024.0,1.0,0.265348,0.0,0.265348,0.0
2025,Chris Brooks,GB,27.0,106.0,3.9,0.0,0.0,17.0,71.0,,,,3.0,2.0,6.0,3.0,0.0,,,,,,,203.0,12.0,13.0,8.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0132,0.0,RB,00-0038685,2000-01-11,,,2023.0,2026.0,25.64,2024.0,2.0,2.29379,0.0,1.146895,0.0
2018,Chris Carson,SEA,247.0,1151.0,4.7,9.0,2.0,14.0,,110.0,0.45,44.5,24.0,20.0,163.0,8.2,0.0,106.0,1.53,52.0,42.0,37.0,36.0,456.0,33.0,54.0,5.0,59.0,59.0,16.0,7.0,0.8,0.0364,0.0373,0.0,0.0,0.0,0.0,0.0102,0.0,RB,00-0033594,1994-09-16,7.0,249.0,2017.0,2021.0,23.96,2017.0,4.0,4.446109,0.117486,1.111527,0.026
2019,Chris Carson,SEA,278.0,1230.0,4.4,7.0,4.0,15.0,,99.0,0.36,45.0,47.0,37.0,266.0,7.2,2.0,222.0,1.2,32.0,41.0,55.0,43.0,723.0,48.0,38.0,7.0,44.0,45.0,9.0,5.0,0.643,0.0252,0.0251,1.0,1.0,1.0,0.0426,0.0316,0.0,RB,00-0033594,1994-09-16,7.0,249.0,2017.0,2021.0,24.96,2017.0,4.0,4.446109,0.117486,1.111527,0.026
2020,Chris Carson,SEA,141.0,681.0,4.8,5.0,0.0,12.0,70.0,24.0,0.18,43.9,46.0,37.0,287.0,7.8,4.0,166.0,1.76,22.0,58.0,48.0,42.0,404.0,34.0,35.0,11.0,44.0,46.0,8.0,3.0,0.4,0.0355,0.0335,1.0,2.0,1.0,0.087,0.0625,0.0,RB,00-0033594,1994-09-16,7.0,249.0,2017.0,2021.0,25.96,2017.0,4.0,4.446109,0.117486,1.111527,0.026
2021,Chris Carson,SEA,54.0,232.0,4.3,3.0,1.0,4.0,68.0,,,,6.0,6.0,29.0,4.8,0.0,,,,,,,124.0,31.0,44.0,5.0,48.0,48.0,2.0,2.0,0.118,0.0556,0.0397,0.0,0.0,0.0,0.0,0.0026,1.0,RB,00-0033594,1994-09-16,7.0,249.0,2017.0,2021.0,26.96,2021.0,2.0,17.205534,9.07726,8.602767,0.528
2023,Chris Rodriguez Jr.,WAS,51.0,247.0,4.8,2.0,1.0,11.0,75.0,,,,2.0,2.0,12.0,6.0,0.0,,,,,,,97.0,10.0,53.0,2.0,55.0,55.0,3.0,1.0,0.231,0.0392,0.0354,0.0,0.0,0.0,0.0,0.0019,0.0,RB,00-0038611,1999-09-26,6.0,193.0,2023.0,2026.0,23.93,2023.0,4.0,5.383135,0.238082,1.345784,0.044
2024,Chris Rodriguez Jr.,WAS,35.0,173.0,4.9,2.0,0.0,8.0,74.0,,,,1.0,1.0,12.0,12.0,0.0,,,,,,,77.0,11.0,45.0,1.0,47.0,47.0,2.0,1.0,0.091,0.0571,0.0532,0.0,0.0,0.0,0.0,0.0156,0.0,RB,00-0038611,1999-09-26,6.0,193.0,2023.0,2026.0,24.93,2024.0,1.0,0.265348,0.0,0.265348,0.0
2025,Chris Rodriguez Jr.,WAS,112.0,500.0,4.5,6.0,0.0,13.0,70.0,78.0,0.7,45.5,4.0,3.0,30.0,10.0,0.0,,,,,,,255.0,20.0,44.0,2.0,45.0,45.0,10.0,4.0,0.5,0.0536,0.058,0.0,0.0,0.0,0.0,0.0136,0.0,RB,00-0038611,1999-09-26,6.0,193.0,2023.0,2026.0,25.93,2025.0,1.0,1.11116,0.0,1.11116,0.0
2018,Chris Thompson,WAS,43.0,178.0,4.1,0.0,0.0,10.0,,,,,55.0,41.0,268.0,6.5,1.0,164.0,1.63,54.0,46.0,19.0,24.0,310.0,31.0,14.0,18.0,27.0,32.0,2.0,0.0,0.143,0.0,0.0121,0.0,0.0,0.0,0.0182,0.0186,0.0,RB,00-0030404,1990-10-20,5.0,154.0,2013.0,2021.0,27.87,2017.0,2.0,12.62515,8.116168,6.312575,0.643
