Year,Player,TM,ATT,RusYDS,RusY/A,RusTD,FL,G,TmRBWR,RYOE,RYOE/ATT,RYOE%,TGT,REC,RecYDS,Y/R,RecTD,Routes,Y/RR,Open,Catch,YAC,Overall,Snaps,Snaps/G,Rush%,Tgt%,Touch %,Util%,In5ATT,In5RushTD,In5Rush%,RusTD%,xRusTD%,In5REC,In5TG,In5RecTD,RecTD%,xRecTD%,significant_injury,position,gsis_id,birth_date,draft_round,draft_pick,rookie_season,last_season,age,year_signed,years,inflated_value,inflated_guaranteed,inflated_apy,pct_gtd_sign
2022,Damien Harris,NE,106.0,462.0,4.4,3.0,0.0,11.0,68.0,33.0,0.32,47.2,23.0,17.0,97.0,5.7,0.0,81.0,1.2,47.0,50.0,45.0,45.0,238.0,22.0,45.0,10.0,52.0,54.0,4.0,3.0,0.222,0.0283,0.0266,0.0,1.0,0.0,0.0,0.0402,0.0,RB,00-0035657,1997-02-11,3.0,87.0,2019.0,2023.0,25.55,2019.0,4.0,5.811361,1.418194,1.45284,0.244
2018,Damien Williams,KC,50.0,256.0,5.1,4.0,1.0,16.0,,,,,24.0,23.0,160.0,7.0,2.0,126.0,1.99,48.0,63.0,56.0,61.0,207.0,13.0,24.0,12.0,35.0,36.0,4.0,3.0,0.2,0.08,0.0717,3.0,3.0,2.0,0.0833,0.0819,0.0,RB,00-0030874,1992-04-03,,,2014.0,2023.0,26.41,2018.0,1.0,2.039729,0.101986,2.039729,0.05
2019,Damien Williams,KC,111.0,498.0,4.5,5.0,1.0,11.0,,59.0,0.54,33.6,37.0,30.0,213.0,7.1,2.0,231.0,1.33,36.0,58.0,53.0,51.0,367.0,33.0,30.0,10.0,38.0,40.0,3.0,2.0,0.176,0.045,0.0343,1.0,2.0,0.0,0.0541,0.0489,0.0,RB,00-0030874,1992-04-03,,,2014.0,2023.0,27.41,2018.0,2.0,8.668849,2.719639,4.334424,0.314
2021,Damien Williams,CHI,40.0,164.0,4.1,2.0,0.0,12.0,71.0,,,,23.0,16.0,103.0,6.4,1.0,,,,,,,166.0,14.0,24.0,14.0,34.0,38.0,4.0,2.0,0.2,0.05,0.05,0.0,0.0,0.0,0.0435,0.0294,0.0,RB,00-0030874,1992-04-03,,,2014.0,2023.0,29.41,2021.0,1.0,2.475616,1.650411,2.475616,0.667
2018,Dare Ogunbowale,TB,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0033854,1994-05-04,,,2017.0,2026.0,24.33,2018.0,2.0,1.784763,0.0,0.892381,0.0
2019,Dare Ogunbowale,TB,11.0,17.0,1.5,2.0,1.0,16.0,,,,,46.0,35.0,286.0,8.2,0.0,161.0,1.78,59.0,56.0,21.0,32.0,361.0,23.0,3.0,13.0,13.0,16.0,7.0,2.0,0.333,,,0.0,2.0,0.0,,,0.0,RB,00-0033854,1994-05-04,,,2017.0,2026.0,25.33,2019.0,2.0,1.728459,0.0,0.86423,0.0
2020,Dare Ogunbowale,JAC,32.0,145.0,4.5,0.0,0.0,14.0,69.0,,,,20.0,10.0,54.0,5.4,0.0,,,,,,,186.0,13.0,17.0,11.0,23.0,28.0,1.0,0.0,0.143,0.0,0.0097,0.0,0.0,0.0,0.0,0.0033,0.0,RB,00-0033854,1994-05-04,,,2017.0,2026.0,26.33,2020.0,1.0,1.025782,0.0,1.025782,0.0
2021,Dare Ogunbowale,JAC,43.0,137.0,3.2,1.0,0.0,13.0,70.0,,,,21.0,13.0,114.0,8.8,1.0,,,,,,,183.0,14.0,23.0,11.0,31.0,35.0,1.0,1.0,0.067,0.0233,0.022,0.0,1.0,0.0,0.0476,0.047,0.0,RB,00-0033854,1994-05-04,,,2017.0,2026.0,27.33,2021.0,1.0,1.402849,0.0,1.402849,0.0
2022,Dare Ogunbowale,HOU,42.0,123.0,2.9,1.0,0.0,15.0,70.0,,,,26.0,20.0,104.0,5.2,0.0,,,,,,,183.0,14.0,23.0,14.0,34.0,37.0,2.0,1.0,0.143,0.0238,0.0275,0.0,0.0,0.0,0.0,0.0086,0.0,RB,00-0033854,1994-05-04,,,2017.0,2026.0,28.33,2022.0,1.0,4.340058,0.795677,2.170029,0.183
2023,Dare Ogunbowale,HOU,8.0,35.0,4.4,0.0,0.0,10.0,68.0,,,,7.0,2.0,18.0,9.0,0.0,,,,,,,108.0,14.0,7.0,6.0,9.0,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0033854,1994-05-04,,,2017.0,2026.0,29.33,,,,,,
2024,Dare Ogunbowale,HOU,30.0,112.0,3.7,0.0,0.0,17.0,68.0,,,,28.0,19.0,198.0,10.4,1.0,181.0,1.09,74.0,66.0,50.0,67.0,310.0,18.0,10.0,9.0,16.0,19.0,0.0,0.0,0.0,0.0,0.007,1.0,3.0,1.0,0.0357,0.0519,0.0,RB,00-0033854,1994-05-04,,,2017.0,2026.0,30.33,2024.0,1.0,1.76899,0.206382,1.76899,0.117
2018,Darrel Williams,KC,13.0,44.0,3.4,0.0,0.0,6.0,,,,,3.0,3.0,27.0,9.0,1.0,,,,,,,40.0,7.0,33.0,8.0,40.0,40.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,RB,00-0034301,1995-04-15,,,2018.0,2022.0,23.38,2018.0,3.0,2.932111,0.07649,0.97737,0.026
2019,Darrel Williams,KC,41.0,141.0,3.4,3.0,1.0,12.0,,,,,20.0,15.0,167.0,11.1,1.0,,,,,,,196.0,16.0,21.0,10.0,29.0,31.0,6.0,2.0,0.353,0.0732,0.0719,1.0,1.0,1.0,0.0526,0.0442,0.0,RB,00-0034301,1995-04-15,,,2018.0,2022.0,24.38,2018.0,3.0,2.932111,0.07649,0.97737,0.026
2020,Darrel Williams,KC,39.0,169.0,4.3,1.0,0.0,16.0,67.0,,,,26.0,18.0,116.0,6.4,0.0,206.0,0.73,17.0,38.0,35.0,19.0,265.0,18.0,14.0,9.0,21.0,24.0,0.0,0.0,0.0,0.0256,0.0176,0.0,0.0,0.0,0.0,0.0147,0.0,RB,00-0034301,1995-04-15,,,2018.0,2022.0,25.38,2018.0,3.0,2.932111,0.07649,0.97737,0.026
2021,Darrel Williams,KC,144.0,558.0,3.9,6.0,0.0,17.0,74.0,-82.0,-0.59,36.7,57.0,47.0,452.0,9.6,2.0,283.0,1.6,38.0,70.0,50.0,56.0,568.0,33.0,25.0,10.0,34.0,35.0,14.0,6.0,0.7,0.0417,0.0468,2.0,2.0,0.0,0.0351,0.0414,0.0,RB,00-0034301,1995-04-15,,,2018.0,2022.0,26.38,2021.0,1.0,2.640658,1.452362,2.640658,0.55
2019,Darrell Henderson Jr.,LAR,39.0,147.0,3.8,0.0,0.0,13.0,,,,,6.0,4.0,37.0,9.3,0.0,,,,,,,93.0,7.0,42.0,6.0,46.0,48.0,2.0,0.0,0.087,0.0,0.0122,0.0,0.0,0.0,0.0,0.0049,0.0,RB,00-0035664,1997-08-19,3.0,70.0,2019.0,2023.0,22.03,2019.0,4.0,6.740998,1.745513,1.685249,0.259
2020,Darrell Henderson Jr.,LAR,138.0,624.0,4.5,5.0,0.0,15.0,70.0,2.0,0.01,36.8,24.0,16.0,159.0,9.9,1.0,,,,,,,307.0,22.0,40.0,7.0,45.0,47.0,11.0,4.0,0.407,0.0362,0.0421,0.0,0.0,0.0,0.0417,0.0376,0.0,RB,00-0035664,1997-08-19,3.0,70.0,2019.0,2023.0,23.04,2019.0,4.0,6.740998,1.745513,1.685249,0.259
2021,Darrell Henderson Jr.,LAR,149.0,688.0,4.6,5.0,0.0,12.0,71.0,-47.0,-0.32,33.8,40.0,29.0,176.0,6.1,3.0,199.0,1.1,42.0,47.0,31.0,30.0,507.0,42.0,29.0,8.0,35.0,37.0,9.0,5.0,0.563,0.0336,0.0347,1.0,2.0,1.0,0.075,0.0645,0.0,RB,00-0035664,1997-08-19,3.0,70.0,2019.0,2023.0,24.04,2019.0,4.0,6.740998,1.745513,1.685249,0.259
2022,Darrell Henderson Jr.,LAR,70.0,283.0,4.0,3.0,0.0,10.0,72.0,,,,22.0,17.0,102.0,6.0,0.0,,,,,,,331.0,33.0,21.0,7.0,26.0,28.0,3.0,2.0,0.214,0.0429,0.0357,0.0,0.0,0.0,0.0,0.0077,0.0,RB,00-0035664,1997-08-19,3.0,70.0,2019.0,2023.0,25.03,2019.0,4.0,6.740998,1.745513,1.685249,0.259
2023,Darrell Henderson Jr.,LAR,46.0,112.0,2.4,2.0,0.0,4.0,72.0,,,,14.0,10.0,103.0,10.3,0.0,,,,,,,126.0,32.0,37.0,11.0,44.0,48.0,3.0,2.0,0.111,0.0435,0.0387,0.0,1.0,0.0,0.0,0.0364,0.0,RB,00-0035664,1997-08-19,3.0,70.0,2019.0,2023.0,26.03,2023.0,1.0,0.388291,0.0,0.388291,0.0
2019,Darwin Thompson,KC,37.0,128.0,3.5,1.0,0.0,12.0,,,,,10.0,9.0,43.0,4.8,0.0,,,,,,,107.0,9.0,35.0,9.0,43.0,44.0,1.0,1.0,0.059,0.027,0.0278,0.0,0.0,0.0,0.0,0.0107,0.0,RB,00-0035148,1997-02-12,6.0,214.0,2019.0,2022.0,22.55,2019.0,4.0,4.284882,0.204598,1.071221,0.048
2020,Darwin Thompson,KC,27.0,97.0,3.6,1.0,1.0,13.0,67.0,,,,11.0,7.0,65.0,9.3,1.0,,,,,,,80.0,6.0,34.0,14.0,43.0,48.0,0.0,0.0,0.0,0.037,0.0303,0.0,0.0,0.0,0.0909,0.0629,0.0,RB,00-0035148,1997-02-12,6.0,214.0,2019.0,2022.0,23.55,2019.0,4.0,4.284882,0.204598,1.071221,0.048
2018,David Johnson,ARI,258.0,940.0,3.6,7.0,2.0,16.0,,-56.0,-0.22,37.7,76.0,50.0,446.0,8.9,3.0,200.0,2.23,25.0,42.0,58.0,43.0,748.0,47.0,34.0,10.0,41.0,45.0,9.0,6.0,1.0,0.0271,0.0249,0.0,0.0,0.0,0.0395,0.0369,0.0,RB,00-0032187,1991-12-16,3.0,86.0,2015.0,2022.0,26.71,2018.0,3.0,66.291196,41.954678,22.097065,0.633
2019,David Johnson,ARI,94.0,345.0,3.7,2.0,1.0,13.0,,-64.0,-0.68,27.7,47.0,36.0,370.0,10.3,4.0,155.0,2.39,51.0,70.0,62.0,70.0,437.0,34.0,22.0,11.0,30.0,32.0,6.0,2.0,1.0,0.0213,0.0283,1.0,1.0,1.0,0.0851,0.0589,0.0,RB,00-0032187,1991-12-16,3.0,86.0,2015.0,2022.0,27.71,2018.0,3.0,66.291196,41.954678,22.097065,0.633
2020,David Johnson,HOU,147.0,691.0,4.7,6.0,1.0,12.0,73.0,60.0,0.41,36.1,46.0,33.0,314.0,9.5,2.0,246.0,1.28,51.0,46.0,53.0,51.0,550.0,46.0,27.0,8.0,33.0,35.0,11.0,3.0,0.846,0.0408,0.0405,2.0,2.0,2.0,0.0435,0.0545,0.0,RB,00-0032187,1991-12-16,3.0,86.0,2015.0,2022.0,28.71,2018.0,3.0,66.291196,41.954678,22.097065,0.633
2021,David Johnson,HOU,67.0,228.0,3.4,0.0,1.0,13.0,65.0,,,,42.0,32.0,225.0,7.0,1.0,128.0,1.76,60.0,58.0,42.0,51.0,317.0,24.0,21.0,13.0,31.0,34.0,0.0,0.0,0.0,0.0,0.0053,0.0,1.0,0.0,0.0238,0.0324,0.0,RB,00-0032187,1991-12-16,3.0,86.0,2015.0,2022.0,29.71,2021.0,1.0,8.252055,7.014247,8.252055,0.85
2019,David Montgomery,CHI,242.0,889.0,3.7,6.0,2.0,16.0,,-53.0,-0.22,36.1,35.0,25.0,185.0,7.4,1.0,147.0,1.26,39.0,47.0,42.0,38.0,614.0,38.0,39.0,6.0,43.0,45.0,17.0,5.0,0.944,0.0248,0.0317,1.0,1.0,1.0,0.0286,0.0259,0.0,RB,00-0035685,1997-06-07,3.0,73.0,2019.0,2026.0,22.23,2019.0,4.0,6.426315,1.674333,1.606579,0.261
2020,David Montgomery,CHI,247.0,1070.0,4.3,8.0,1.0,15.0,71.0,52.0,0.21,36.5,68.0,54.0,438.0,8.1,2.0,291.0,1.51,31.0,31.0,52.0,35.0,707.0,51.0,33.0,9.0,40.0,42.0,13.0,3.0,0.813,0.0324,0.0343,1.0,2.0,1.0,0.0294,0.034,0.0,RB,00-0035685,1997-06-07,3.0,73.0,2019.0,2026.0,23.24,2019.0,4.0,6.426315,1.674333,1.606579,0.261
2021,David Montgomery,CHI,225.0,849.0,3.8,7.0,1.0,14.0,71.0,-80.0,-0.36,34.5,51.0,42.0,301.0,7.2,0.0,221.0,1.36,41.0,55.0,43.0,43.0,642.0,49.0,35.0,8.0,42.0,43.0,13.0,6.0,0.65,0.0311,0.0338,1.0,1.0,0.0,0.0,0.0174,0.0,RB,00-0035685,1997-06-07,3.0,73.0,2019.0,2026.0,24.24,2019.0,4.0,6.426315,1.674333,1.606579,0.261
2022,David Montgomery,CHI,201.0,801.0,4.0,5.0,2.0,16.0,74.0,-53.0,-0.26,37.7,40.0,34.0,316.0,9.3,1.0,208.0,1.52,42.0,70.0,60.0,65.0,629.0,39.0,32.0,6.0,37.0,38.0,4.0,2.0,0.286,0.0249,0.0237,0.0,0.0,0.0,0.025,0.02,0.0,RB,00-0035685,1997-06-07,3.0,73.0,2019.0,2026.0,25.23,2019.0,4.0,6.426315,1.674333,1.606579,0.261
2023,David Montgomery,DET,219.0,1015.0,4.6,13.0,1.0,14.0,73.0,62.0,0.29,44.2,24.0,16.0,117.0,7.3,0.0,179.0,0.91,46.0,45.0,39.0,37.0,453.0,32.0,48.0,5.0,52.0,54.0,17.0,8.0,0.548,0.0594,0.0538,0.0,0.0,0.0,0.0,0.0045,0.0,RB,00-0035685,1997-06-07,3.0,73.0,2019.0,2026.0,26.23,2023.0,3.0,24.117438,11.723754,8.039146,0.486
2024,David Montgomery,DET,185.0,775.0,4.2,12.0,1.0,14.0,72.0,-4.0,-0.02,42.0,38.0,36.0,341.0,9.5,0.0,136.0,2.51,68.0,83.0,60.0,80.0,390.0,28.0,47.0,10.0,57.0,57.0,17.0,8.0,0.5,0.0649,0.0584,0.0,0.0,0.0,0.0,0.006,0.0,RB,00-0035685,1997-06-07,3.0,73.0,2019.0,2026.0,27.24,2024.0,2.0,21.522709,6.191464,10.761355,0.288
2025,David Montgomery,DET,158.0,716.0,4.5,8.0,1.0,17.0,71.0,125.0,0.8,37.6,29.0,24.0,192.0,8.0,0.0,144.0,1.33,50.0,67.0,41.0,51.0,408.0,24.0,39.0,7.0,45.0,46.0,16.0,5.0,0.615,0.0506,0.0507,0.0,0.0,0.0,0.0,0.0072,0.0,RB,00-0035685,1997-06-07,3.0,73.0,2019.0,2026.0,28.24,2024.0,2.0,21.522709,6.191464,10.761355,0.288
2023,De'Von Achane,MIA,103.0,800.0,7.8,8.0,1.0,11.0,71.0,269.0,2.75,46.9,37.0,27.0,197.0,7.3,3.0,139.0,1.57,40.0,38.0,64.0,52.0,300.0,27.0,34.0,12.0,43.0,47.0,5.0,3.0,0.185,0.0777,0.0555,2.0,2.0,2.0,0.0811,0.0661,0.0,RB,00-0039040,2001-10-13,3.0,84.0,2023.0,2026.0,21.88,2023.0,4.0,7.285409,1.278905,1.821353,0.176
2024,De'Von Achane,MIA,203.0,907.0,4.5,6.0,0.0,17.0,70.0,-96.0,-0.49,30.1,87.0,78.0,592.0,7.6,6.0,320.0,1.85,38.0,75.0,39.0,48.0,704.0,41.0,29.0,12.0,40.0,41.0,13.0,3.0,0.722,0.0296,0.0342,3.0,4.0,1.0,0.069,0.0554,0.0,RB,00-0039040,2001-10-13,3.0,84.0,2023.0,2026.0,22.89,2023.0,4.0,7.285409,1.278905,1.821353,0.176
2025,De'Von Achane,MIA,238.0,1350.0,5.7,8.0,0.0,16.0,70.0,242.0,1.03,37.9,85.0,67.0,488.0,7.3,4.0,284.0,1.72,45.0,74.0,29.0,42.0,697.0,44.0,34.0,12.0,44.0,46.0,5.0,1.0,0.417,0.0336,0.0259,1.0,1.0,1.0,0.0471,0.0399,0.0,RB,00-0039040,2001-10-13,3.0,84.0,2023.0,2026.0,23.89,2023.0,4.0,7.285409,1.278905,1.821353,0.176
2018,DeAndre Washington,OAK,30.0,115.0,3.8,0.0,1.0,10.0,,,,,1.0,1.0,9.0,9.0,0.0,,,,,,,70.0,7.0,43.0,1.0,44.0,44.0,2.0,0.0,0.105,0.0,0.0216,0.0,0.0,0.0,0.0,0.003,0.0,RB,00-0032940,1993-02-22,5.0,143.0,2016.0,2020.0,25.52,2016.0,4.0,5.06144,0.522199,1.26536,0.103
2019,DeAndre Washington,OAK,108.0,387.0,3.6,3.0,0.0,16.0,,-105.0,-0.98,30.6,41.0,36.0,292.0,8.1,0.0,89.0,3.28,68.0,54.0,44.0,54.0,271.0,17.0,40.0,15.0,53.0,55.0,4.0,2.0,0.222,0.0278,0.0269,0.0,0.0,0.0,0.0,0.011,0.0,RB,00-0032940,1993-02-22,5.0,143.0,2016.0,2020.0,26.52,2016.0,4.0,5.06144,0.522199,1.26536,0.103
2020,DeAndre Washington,MIA,31.0,91.0,2.9,0.0,0.0,4.0,69.0,,,,10.0,5.0,30.0,6.0,0.0,,,,,,,87.0,22.0,36.0,11.0,41.0,47.0,2.0,0.0,0.118,0.0,0.0241,0.0,0.0,0.0,0.0,0.0092,0.0,RB,00-0032940,1993-02-22,5.0,143.0,2016.0,2020.0,27.52,2020.0,1.0,1.591862,0.455903,1.591862,0.286
2020,DeeJay Dallas,SEA,34.0,108.0,3.2,2.0,0.0,12.0,70.0,,,,20.0,17.0,111.0,6.5,1.0,,,,,,,147.0,12.0,23.0,14.0,35.0,37.0,5.0,2.0,0.25,0.0588,0.0698,1.0,1.0,1.0,0.05,0.0459,0.0,RB,00-0036425,1998-09-16,4.0,144.0,2020.0,2026.0,21.96,2020.0,4.0,5.758664,0.751328,1.439666,0.13
2021,DeeJay Dallas,SEA,33.0,138.0,4.2,2.0,0.0,17.0,68.0,,,,23.0,21.0,133.0,6.3,0.0,,,,,,,161.0,9.0,20.0,14.0,34.0,35.0,2.0,2.0,0.118,0.0606,0.0478,0.0,0.0,0.0,0.0,0.0046,0.0,RB,00-0036425,1998-09-16,4.0,144.0,2020.0,2026.0,22.96,2020.0,4.0,5.758664,0.751328,1.439666,0.13
2022,DeeJay Dallas,SEA,35.0,186.0,5.3,0.0,0.0,15.0,71.0,,,,19.0,17.0,126.0,7.4,0.0,,,,,,,196.0,14.0,18.0,10.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0129,0.0,RB,00-0036425,1998-09-16,4.0,144.0,2020.0,2026.0,23.96,2020.0,4.0,5.758664,0.751328,1.439666,0.13
2018,Derrick Henry,TEN,215.0,1059.0,4.9,12.0,1.0,16.0,,236.0,1.11,47.4,18.0,15.0,99.0,6.6,0.0,,,,,,,401.0,25.0,54.0,4.0,58.0,59.0,17.0,8.0,0.773,0.0558,0.0493,0.0,0.0,0.0,0.0,0.0095,0.0,RB,00-0032764,1994-01-04,2.0,45.0,2016.0,2026.0,24.66,2016.0,4.0,10.490555,6.360476,2.62264,0.606
2019,Derrick Henry,TEN,303.0,1540.0,5.1,16.0,3.0,15.0,,326.0,1.13,42.0,24.0,18.0,206.0,11.4,2.0,,,,,,,589.0,39.0,51.0,4.0,54.0,56.0,8.0,5.0,1.0,0.0528,0.04,0.0,0.0,0.0,0.0833,0.0489,0.0,RB,00-0032764,1994-01-04,2.0,45.0,2016.0,2026.0,25.66,2016.0,4.0,10.490555,6.360476,2.62264,0.606
2020,Derrick Henry,TEN,378.0,2027.0,5.4,17.0,2.0,16.0,70.0,367.0,1.0,42.7,31.0,19.0,114.0,6.0,0.0,170.0,0.74,28.0,48.0,35.0,29.0,705.0,44.0,54.0,4.0,56.0,58.0,17.0,9.0,0.81,0.045,0.0391,0.0,0.0,0.0,0.0,0.0075,0.0,RB,00-0032764,1994-01-04,2.0,45.0,2016.0,2026.0,26.66,2020.0,1.0,15.619241,15.619241,15.619241,1.0
2021,Derrick Henry,TEN,219.0,937.0,4.3,10.0,0.0,8.0,69.0,25.0,0.11,36.4,20.0,18.0,154.0,8.6,0.0,,,,,,,411.0,51.0,53.0,5.0,58.0,58.0,9.0,4.0,0.529,0.0457,0.0371,0.0,0.0,0.0,0.0,0.0075,1.0,RB,00-0032764,1994-01-04,2.0,45.0,2016.0,2026.0,27.66,2020.0,4.0,75.983855,38.751766,18.995964,0.51
2022,Derrick Henry,TEN,349.0,1538.0,4.4,13.0,3.0,16.0,71.0,92.0,0.27,40.5,41.0,33.0,398.0,12.1,0.0,154.0,2.58,53.0,63.0,84.0,87.0,648.0,41.0,54.0,6.0,59.0,60.0,15.0,10.0,1.0,0.0372,0.0309,1.0,2.0,0.0,0.0,0.0208,0.0,RB,00-0032764,1994-01-04,2.0,45.0,2016.0,2026.0,28.66,2020.0,4.0,75.983855,38.751766,18.995964,0.51
2023,Derrick Henry,TEN,280.0,1167.0,4.2,12.0,0.0,17.0,71.0,84.0,0.31,40.1,36.0,28.0,214.0,7.6,0.0,,,,,,,558.0,33.0,50.0,6.0,56.0,57.0,15.0,7.0,0.882,0.0429,0.037,0.0,0.0,0.0,0.0,0.0101,0.0,RB,00-0032764,1994-01-04,2.0,45.0,2016.0,2026.0,29.66,2020.0,4.0,75.983855,38.751766,18.995964,0.51
2024,Derrick Henry,BAL,325.0,1921.0,5.9,16.0,1.0,17.0,74.0,562.0,1.77,46.9,22.0,19.0,193.0,10.2,2.0,166.0,1.16,48.0,55.0,68.0,67.0,635.0,37.0,51.0,3.0,54.0,55.0,18.0,9.0,0.947,0.0492,0.0418,1.0,1.0,1.0,0.0909,0.071,0.0,RB,00-0032764,1994-01-04,2.0,45.0,2016.0,2026.0,30.66,2024.0,2.0,18.869225,10.613939,9.434612,0.562
2025,Derrick Henry,BAL,307.0,1595.0,5.2,16.0,3.0,17.0,71.0,338.0,1.11,42.1,21.0,15.0,150.0,10.0,0.0,,,,,,,556.0,33.0,55.0,4.0,58.0,59.0,27.0,10.0,0.964,0.0521,0.0486,0.0,0.0,0.0,0.0,0.0091,0.0,RB,00-0032764,1994-01-04,2.0,45.0,2016.0,2026.0,31.66,2025.0,2.0,32.363897,26.969914,16.181948,0.833
2025,Devin Neal,NO,57.0,206.0,3.6,2.0,0.0,9.0,70.0,,,,19.0,17.0,104.0,6.1,0.0,,,,,,,268.0,30.0,21.0,7.0,28.0,28.0,2.0,2.0,0.5,0.0351,0.0283,0.0,0.0,0.0,0.0,0.0079,0.0,RB,00-0040202,2003-08-12,6.0,184.0,2025.0,2026.0,22.06,2025.0,4.0,4.80206,0.271115,1.200515,0.056
2019,Devin Singletary,BUF,151.0,775.0,5.1,2.0,1.0,12.0,,59.0,0.4,40.1,41.0,29.0,194.0,6.7,2.0,227.0,1.19,44.0,31.0,52.0,40.0,530.0,44.0,28.0,8.0,34.0,36.0,2.0,1.0,0.154,0.0132,0.0142,0.0,0.0,0.0,0.0488,0.0382,0.0,RB,00-0035250,1997-09-03,3.0,74.0,2019.0,2026.0,21.99,2019.0,4.0,6.238457,1.657759,1.559614,0.266
2020,Devin Singletary,BUF,156.0,687.0,4.4,2.0,1.0,16.0,69.0,37.0,0.24,38.2,50.0,38.0,269.0,7.1,0.0,285.0,1.1,39.0,47.0,59.0,52.0,622.0,39.0,25.0,8.0,31.0,33.0,6.0,1.0,0.333,0.0128,0.0191,0.0,0.0,0.0,0.0,0.0121,0.0,RB,00-0035250,1997-09-03,3.0,74.0,2019.0,2026.0,23.0,2019.0,4.0,6.238457,1.657759,1.559614,0.266
2021,Devin Singletary,BUF,188.0,870.0,4.6,7.0,0.0,17.0,69.0,17.0,0.09,36.8,50.0,40.0,228.0,5.7,1.0,312.0,0.85,53.0,39.0,49.0,45.0,718.0,42.0,26.0,7.0,32.0,33.0,6.0,3.0,0.545,0.0372,0.0344,1.0,1.0,0.0,0.02,0.0275,0.0,RB,00-0035250,1997-09-03,3.0,74.0,2019.0,2026.0,23.99,2019.0,4.0,6.238457,1.657759,1.559614,0.266
2022,Devin Singletary,BUF,178.0,822.0,4.6,5.0,3.0,17.0,71.0,28.0,0.16,38.0,52.0,38.0,280.0,7.4,1.0,345.0,0.92,72.0,46.0,57.0,63.0,709.0,44.0,25.0,7.0,30.0,32.0,9.0,4.0,0.818,0.0281,0.0317,1.0,2.0,1.0,0.0189,0.0282,0.0,RB,00-0035250,1997-09-03,3.0,74.0,2019.0,2026.0,24.99,2019.0,4.0,6.238457,1.657759,1.559614,0.266
2023,Devin Singletary,HOU,216.0,898.0,4.2,4.0,0.0,17.0,68.0,33.0,0.15,37.4,38.0,30.0,193.0,6.4,0.0,282.0,0.87,58.0,77.0,22.0,43.0,629.0,37.0,34.0,6.0,39.0,41.0,7.0,1.0,0.368,0.0185,0.0228,0.0,0.0,0.0,0.0,0.0103,0.0,RB,00-0035250,1997-09-03,3.0,74.0,2019.0,2026.0,25.99,2023.0,1.0,3.684609,3.349644,3.684609,0.909
2024,Devin Singletary,NYG,113.0,437.0,3.9,4.0,2.0,16.0,69.0,-54.0,-0.48,33.9,24.0,21.0,119.0,5.7,0.0,,,,,,,380.0,25.0,30.0,6.0,35.0,36.0,5.0,3.0,0.385,0.0354,0.0309,0.0,0.0,0.0,0.0,0.0031,0.0,RB,00-0035250,1997-09-03,3.0,74.0,2019.0,2026.0,27.0,2024.0,3.0,19.458888,11.203602,6.486296,0.576
2025,Devin Singletary,NYG,119.0,437.0,3.7,5.0,0.0,17.0,71.0,-21.0,-0.18,37.3,19.0,18.0,151.0,8.4,0.0,,,,,,,311.0,18.0,38.0,6.0,44.0,44.0,9.0,3.0,0.45,0.042,0.0436,1.0,1.0,0.0,0.0,0.0203,0.0,RB,00-0035250,1997-09-03,3.0,74.0,2019.0,2026.0,27.99,2024.0,3.0,19.458888,11.203602,6.486296,0.576
2018,Devonta Freeman,ATL,14.0,68.0,4.9,0.0,0.0,2.0,,,,,7.0,5.0,23.0,4.6,0.0,,,,,,,67.0,34.0,21.0,10.0,28.0,31.0,2.0,0.0,0.154,,,0.0,1.0,0.0,,,1.0,RB,00-0031285,1992-03-15,4.0,103.0,2014.0,2021.0,26.46,2017.0,5.0,74.398204,33.000338,14.879641,0.444
2019,Devonta Freeman,ATL,184.0,656.0,3.6,2.0,2.0,14.0,,-219.0,-1.22,27.4,70.0,59.0,410.0,6.9,4.0,235.0,1.74,51.0,68.0,41.0,52.0,658.0,47.0,28.0,11.0,37.0,39.0,1.0,0.0,0.077,0.0109,0.0117,0.0,1.0,0.0,0.0571,0.046,0.0,RB,00-0031285,1992-03-15,4.0,103.0,2014.0,2021.0,27.46,2017.0,5.0,74.398204,33.000338,14.879641,0.444
2020,Devonta Freeman,NYG,54.0,172.0,3.2,1.0,0.0,5.0,70.0,,,,10.0,7.0,58.0,8.3,0.0,,,,,,,136.0,27.0,40.0,7.0,45.0,47.0,1.0,1.0,0.059,0.0185,0.0185,0.0,0.0,0.0,0.0,0.03,0.0,RB,00-0031285,1992-03-15,4.0,103.0,2014.0,2021.0,28.47,2020.0,1.0,2.051564,0.455903,2.051564,0.222
2021,Devonta Freeman,BAL,133.0,576.0,4.3,5.0,0.0,16.0,73.0,-65.0,-0.49,36.6,42.0,34.0,190.0,5.6,1.0,225.0,0.84,50.0,62.0,29.0,38.0,528.0,33.0,25.0,8.0,32.0,33.0,7.0,4.0,0.438,0.0376,0.034,1.0,1.0,1.0,0.0238,0.0318,0.0,RB,00-0031285,1992-03-15,4.0,103.0,2014.0,2021.0,29.46,2021.0,1.0,0.415904,0.0,0.415904,0.0
